"PS; did you know that with this account you can also login to our website or our Coca-Cola app and participate in promotions? Make sure you check it out! More information can be found <a href=""%url"">here</a>","PS: Wusstest du schon, dass du dich mit diesem Account auch auf unserer Website und in der Coca-Cola App anmelden und an Promoaktionen teilnehmen kannst? Schau dir das auf jeden Fall mal an! Weitere Infos findest du <a href=""%url"">hier</a>",module,Magento_Customer
"Reset your %store_name password","Passwort zurücksetzen",module,Magento_Customer
"There was recently a request to change the password for your account.","vor Kurzem haben wir eine Anfrage erhalten, um das Passwort für deinen Account zurückzusetzen.",module,Magento_Customer
"If you requested this change, set a new password here:"," Das warst du? Dann kannst du dein neues Passwort hier festlegen:",module,Magento_Customer
"Set a New Password","Neues Passwort festlegen",module,Magento_Customer
"If you did not make this request, you can ignore this email and your password will remain the same.","Das warst du nicht? Dann kannst du diese E-Mail einfach ignorieren. Dein Passwort bleibt wie gehabt. ",module,Magento_Customer
"Thank you for your order","Vielen Dank für deine Bestellung"
"This is to confirm that we have successfully received your order."","danke für deine Bestellung! Wir hoffen, dass du genauso aufgeregt bist wie wir. Und wir freuen uns, dir bestätigen zu können, dass wir deine Bestellung bekommen haben."
"The order contains a message we need to approve before sending it to production which could delay the delivery up to 48 hours. We will contact you again when the message has been approved.", "The order contains a message we need to approve before sending it to production which could delay the delivery up to 48 hours. We will contact you again when the message has been approved."
"We will process within 1-2 business days and contact you when it is shipped.","Wir bearbeiten sie innerhalb von 1 bis 2 Werktagen und informieren dich, sobald wir deine Bestellung an den Zustelldienstleister übergeben haben."
"If you have any questions please do not hesitate to contact us via <a href=""mailto:%store_email"">%store_email</a>.","Bitte prüfe die Daten unten noch einmal. Wenn du Fragen zu deiner Bestellung hast, melde dich einfach bei uns."
"If you have any questions about your order, its delivery or payment, please use our <a href='%contact_form_url'>contact form</a> to get in touch.","Bei Fragen zu deiner Bestellung, deren Lieferung oder zur Bezahlung, melde dich gern über unser <a href='%contact_form_url'>Kontaktformular.</a>"
"Please select ""I have a question"" and ""Product Information"", briefly describe your request in the text field, and include the order number <span class='no-link'>#%increment_id</span>. We're happy to help!","Bitte wähle „Allgemeine Anfrage"" und „Marken & Getränke"", beschreibe im Textfeld kurz dein Anliegen und gib die Bestellnummer <span class='no-link'>#%increment_id</span> mit an. Wir helfen dir gern!"
"Be sure to reference the order number <span class=""no-link"">#%increment_id</span>","Wenn du eine Frage hast, nenne bitte deine Bestellnummer, damit wir dir so schnell wie möglich helfen können."
"Best Regards","Viele Grüße"
"Order reference <span class=""no-link"">#%increment_id</span>","Referenznummer für deine Bestellung <span class=""no-link"">#%increment_id</span>"
"Billing Info","Rechnungsadresse"
"Shipping Info","Lieferadresse"
"Payment Method","Zahlungsmethode"
"Shipping Method","Versandmethode"
"Need help?", "Du brauchst Hilfe?"
"Contact us","Kontaktiere uns"
"Your message is denied","Nachrichtentext abgelehnt"
"Message denied","Nachrichtentext abgelehnt"
"You recently placed an order with a message that had to be reviewed. Unfortunately, after reviewing your message we needed to decline it. We review all messages not previously approved to ensure they align with our community guidelines and are in the spirit of sharing. Unfortunately, we cannot feedback on the detail of why your bespoke request has been rejected.","du hast vor Kurzem etwas mit einem individuellen Nachrichtentext bestellt, den wir prüfen mussten. Leider müssen wir deine Nachricht ablehnen. Wir überprüfen alle Nachrichten, die nicht vorher genehmigt worden sind. Denn wir möchten sicherstellen, dass sie unseren Community-Leitlinien und unserem „Spirit of Sharing“ entsprechen. Leider können wir dir nicht im Detail sagen, warum dein Nachrichtentext abgelehnt wurde. "
"We will automatically refund your money. It should be in the account of your chosen payment method within 2-3 business days.","Deine abgelehnte Bestellung wird automatisch rückerstattet. Der Betrag sollte innerhalb von 2 bis 3 Werktagen über die gewählte Zahlungsmethode auf deinem Konto eingehen."
"We are sorry your order did not go as planned but we hope to see and you are welcome to request an alternative bespoke pledge and/or name.","Es tut uns leid, dass deine Bestellung nicht wie geplant abgewickelt werden konnte. Wir hoffen aber trotzdem, dich wiederzusehen! Du kannst gerne einen anderen Nachrichtentext und/oder Namen einsenden."
"The following message is denied","Der folgende Nachrichtentext wird abgelehnt"
"Your message is approved","Nachrichtentext genehmigt"
"Message approved","Nachrichtentext genehmigt"
"Good news, you recently placed order with a message that had to be reviewed. After reviewing your message we are happy to share that it was approved. We are completing your order right now and it will be shipped as soon as possible.","du hast vor Kurzem etwas mit einem individuellen Nachrichtentext bestellt, den wir prüfen mussten. Wir freuen uns, dir mitzuteilen, dass dein Nachrichtentext genehmigt wurde. Wir bereiten deine Bestellung jetzt vor und versenden sie so schnell wie möglich."
"Please check the details below and if you have any questions on your order please do not hesitate to contact us. Make sure you include the order number in your request so we can help you in the best way.","Bitte prüfe die Daten unten noch einmal. Wenn du Fragen zu deiner Bestellung hast, melde dich einfach bei uns. Wenn du eine Frage hast, nenne bitte deine Bestellnummer, damit wir dir so schnell wie möglich helfen können."
"The following message is now approved","Wir haben den folgenden Nachrichtentext genehmigt"
"Your %store_name order has shipped","Versandbestätigung"
"Delivery confirmation","Versandbestätigung"
"Your order has been shipped from our warehouse and should be by your place shortly. You can track your shipment and get up to date information below.","yeah! Gute Nachrichten: Deine Bestellung hat unser Lager verlassen und sollte in Kürze bei dir ankommen. Du kannst die Lieferung über die Track&Trace-Informationen unten verfolgen. Wir wünschen dir viel Spaß mit deiner Bestellung und hoffen, dich bald wiederzusehen!"
"Your Shipment #%shipment_id for Order #%order_id","Your Shipment #%shipment_id for Order #%order_id"
"Track your order","Bestellung verfolgen"
